"Designator","Mid X","Mid Y","Layer","Rotation"
"P2","146mm","-95.2mm","top","0.0"
"P1","161.3mm","-101.6mm","top","0.0"
"D1","171.2mm","-118.1mm","top","0.0"
"C1","146.05mm","-113.03mm","top","0.0"
"C2","147.32mm","-118.11mm","top","180.0"
"C3","146.05mm","-106.68mm","top","0.0"
"R1","163mm","-118.1mm","top","180.0"
"C4","153.4mm","-118.1mm","top","0.0"
