"Designator","Mid X","Mid Y","Layer","Rotation"
"C1","160.782mm","-104.14mm","top","90.0"
"C2","158.75mm","-90.17mm","top","0.0"
"C3","143.51mm","-90.17mm","top","0.0"
"C4","151.13mm","-90.17mm","top","0.0"
"D1","133.731mm","-104.14mm","top","90.0"
"P1","146.05mm","-101.854mm","top","0.0"
"R1","135.89mm","-90.17mm","top","0.0"
